"","layer","level","class","id","metric","value","id_park","escala"
"446",1,"class",33,NA,"pland",50.9262736262361,111,1000
"447",1,"class",3,NA,"pland",0.522479116478428,112,1000
"448",1,"class",11,NA,"pland",0.100115758846166,112,1000
"449",1,"class",24,NA,"pland",84.0784657259957,112,1000
"450",1,"class",25,NA,"pland",0.118887463629822,112,1000
"451",1,"class",33,NA,"pland",15.1800519350499,112,1000
"452",1,"class",3,NA,"pland",13.4328358208955,113,1000
"453",1,"class",6,NA,"pland",1.91808254325855,113,1000
"454",1,"class",15,NA,"pland",0.306642886197941,113,1000
"455",1,"class",19,NA,"pland",0.316029913326449,113,1000
"456",1,"class",24,NA,"pland",83.4162520729685,113,1000
"457",1,"class",25,NA,"pland",0.610156763353046,113,1000
"458",1,"class",3,NA,"pland",10.507223716305,114,1000
"459",1,"class",6,NA,"pland",1.55106635812121,114,1000
"460",1,"class",15,NA,"pland",0.306460691725561,114,1000
"461",1,"class",19,NA,"pland",0.315842141472262,114,1000
"462",1,"class",24,NA,"pland",86.7815373068985,114,1000
"463",1,"class",25,NA,"pland",0.537869785477516,114,1000
"464",1,"class",24,NA,"pland",56.4612015018773,115,1000
"465",1,"class",33,NA,"pland",43.5387984981227,115,1000
"466",1,"class",3,NA,"pland",0.466207759699625,116,1000
"467",1,"class",11,NA,"pland",0.0219023779724656,116,1000
"468",1,"class",24,NA,"pland",70.2784730913642,116,1000
